id,title,description,price,area_m2,price_per_m2,region,district,ward,street,lat,lng,property_type,category,post_time,images
129509396,"Cho thuê nhà, pccc, Thang máy, Vỉa hè, 105m2_ 5T, Phố Đào Tấn-51 Tr","Tôi chính chủ cho thuê nhà  VP, Nhà hàng, KD , pccc, Thang máy, Vỉa hè, 105m2_ 5 tầng, giá: 51 Triệu. Phố Đào Tấn. Liên hệ chính chủ: ***
_Nội thất thiết bị mới, cao cấp, hiện đại, thang. 
_Vỉa hè lớn, mặt tiền rộng, căn góc, 2 cửa đi, thoáng.
_Vị trí ngay ngã ba, khu đông dân cư, kinh doanh sầm uất, nhiều văn phòng, công ty. 
_Phù hợp văn phòng, kinh doanh, NHÀ HÀNG.
_ Thuận tiện ra phố  Nguyễn Văn Ngọc, Linh Lang, đường Bưởi, Phan kế Bính, Nguyễn Khánh Toàn, Quan Hoa, Kim Mã, Liễu Giai, Văn Cao, Đội Cấn, Kim Mã Thượng
Thông ra tuyến đường Vạn Bảo, Vạn Phúc, Nguyễn Chí Thanh, Chùa Hà, Nguyễn Văn Huyên, Giảng Võ, Cầu Giấy, La Thành, Hoàng Hoa Thám, Phạm Huy Thông
Ngay gần Văn Hóa – Nghệ Thuật Quân Đội, Thực Nghiệm Khoa Học Giáo Dục, Nguyễn Trãi, Thực Nghiệm, Thế Giới Trẻ Em, Vinschool Metropolis, 
_Liên hệ trực tiếp chủ nhà : ***",51000000,74,689189.1891891892,Hà Nội,Quận Ba Đình,Phường Cống Vị,Phố Đào Tấn,21.032362,105.80956,,1030,1765091401000,3
129518612,"Bán nhà mặt phố Bạch Mai, Hai Bà Trưng 30m2, 2 tầng, giá 12.5 tỷ.","Chính chủ bán nhà mặt phố Bạch Mai quận Hai Bà Trưng thành phố Hà Nội 30m2, 2 tầng, giá 12.5 tỷ. 
Vị trí mặt phố vỉa hè rộng kinh doanh mọi loại hình nhà mặt phố. 
- Hiện trạng là nhà 2 tầng cũ phù hợp khách đầu tư xây mới siêu hiếm. 
- Sổ đỏ riêng.
- Giá bán 12.5 tỷ. Lh ***.",12500000000,76,164473684.21052632,Hà Nội,Quận Hai Bà Trưng,Phường Bạch Mai,Phố Bạch Mai,21.003136,105.850945,,1020,1765090886000,4
129532443,Nhà 5 tâng phố Yên Phúc. 10m ô tô. ngõ thông tứ tung,"Bán nhà phố Yên Phúc, Hà Đông, ngay cạnh UBND Phúc La (cách 300m). 10 mét ra ô tô. Ngõ thông tứ tung Yên Phúc, Nguyễn Khuyến, đường 19/5, phố Phùng Hưng sầm uất. Diện tích chuẩn 30m x 5 tầng. Tầng 1 khách + bếp + vsinh. Tầng 2 3 4 mỗi tầng 1 ngủ + vskk rộng, cửa sổ 4 fía cực thoáng. Tầng 5 thờ + sân phơi, có chuồng cọp sẵn an toàn. Xung quanh trường học mầm non, tiểu học + chợ + tiện ích đủ. Ngay chợ Yên Phúc. 800m ra bệnh viện 103. Chỉ 2km ra bviện K Tân Triều. Sổ nở hậu 10cm vuông. Sẵn bếp từ, điều hòa nóng lạnh, giường tủ full các phòng.",6666666666,86,77519379.8372093,Hà Nội,Quận Hà Đông,Phường Phúc La,Phố Yên Phúc,20.970037,105.78561,,1020,1765092627000,8
129537564,"CHO THUÊ NHÀ NGÕ 158 NGUYỄN KHÁNH TOÀN, HÀ NỘI","CHO THUÊ PHÒNG Ở NGÕ 158 NGUYỄN KHÁNH TOÀN, PHƯỜNG NGHĨA ĐÔ, HÀ NỘI

Nhà mình đang ở còn 1 phòng trống cho thuê:

🚩 Địa chỉ: ngõ 158 Nguyễn Khánh Toàn, từ mặt đường lớn đi vào cách khoảng 100m
👉🏻 Nội thất đầy đủ: gường, tủ, sofa, bàn trà, tủ giày, bếp, máy giặt
👉🏻 Tiện ích: phòng ở tầng 3, có ban công riêng, thang máy, chỗ để xe rộng, ô tô cửa, ngõ rộng, yên tĩnh và văn minh, gần đường lớn cách khoảng 100m
👉🏻 Diện tích sử dụng: 35m2
💰 Giá: 6tr5/1 tháng, đóng cọc 1 (khách nhiệt tình chốt sớm có thể fix nhẹ)

👉🏻 Phù hợp với sinh viên, người đi làm. Gần trạm xe bus, chợ, siêu thị, hàng quán; gần các trường đại học lớn Học Viện Ngoại Giao, Đại Học Ngoại Nhương, HV Báo Chí và Tuyên Truyền, ĐH Quốc Gia Hà Nội,...

📞 Liên hệ xem phòng qua Facebook mình hoặc số điện thoại: ***",6500000,79,82278.48101265823,Hà Nội,Quận Cầu Giấy,Phường Nghĩa Đô,Ngách 1 Ngõ 158 Đường Nguyễn Khánh Toàn,21.039051,105.80037,,1050,1765109560000,8
129490973,"CHUNG CƯ CĂN GÓC - 3 NGỦ, 2VS - TRUNG TÂM MỸ ĐÌNH - 138 TRẦN BÌNH","CHUNG CƯ CĂN GÓC - 3 NGỦ, 2VS - TRUNG TÂM MỸ ĐÌNH - 138 TRẦN BÌNH - FULL NỘI THẤT

Căn hộ tầng trung, lô góc 3 mặt thoáng, phòng nào cũng có cửa sổ đón gió và ánh sáng tự nhiên. Không gian sống hiện đại, đẳng cấp, an sinh lý tưởng.
Diện tích 108 m, 3 phòng ngủ, 2 vệ sinh, phòng khách, bếp, phòng ăn  bố trí hợp lý cho gia đình 2-3 thế hệ ở hoặc đầu tư cho thuê sinh lời cao.
Full nội thất, chỉ việc xách vali vào ở
Vị trí mặt phố 138 Trần Bình, nằm ngay gần ngã tư giao điểm 3 mặt phố Trần Bình  Nguyễn Hoàng  Nguyễn Đổng Chi, trung tâm Mỹ Đình. View Sân vận động Mỹ Đình.
Bán kính 1km: Bên xe khách Mỹ Đình, toà Keangnam, BV 198, ĐH Thương Mại, Quốc Gia, Sư Phạm, Sân vận động Mỹ Đình.
Toà nhà bố trí 1 sàn chỉ 6 căn nhưng có 4 thang máy Mitsubishi, hành lang rộng, không gian chung có sân vườn, tiện ích nội khu hoàn chỉnh: nhà trẻ, siêu thị, phòng gym, cafe

 Sổ đỏ lâu dài, sẵn sàng giao dịch.",9700000000,121,80165289.25619835,Hà Nội,Quận Nam Từ Liêm,Phường Mỹ Đình 2,Mỹ Đình 2,21.02807,105.77533,,1010,1765097644000,12
129516572,"Bán đất sổ đỏ 180m2 mặt đường Quốc Oai gần Chùa Thầy, CEO, Tuần Châu","Cơ hội hiếm tại Quốc Oai – lô đất đẹp, tiềm năng sinh lời cao
Diện tích 180m², mặt tiền hơn 13m, đất sổ đỏ chính chủ.
Nằm ngay trục đường Chùa Thầy (421B) – tuyến giao thông huyết mạch đi qua khu danh thắng Chùa Thầy.
Vị trí nằm giữa khu du lịch Chùa Thầy – Tuần Châu, gần đầy đủ tiện ích: trường C1, C2, C3, chợ, dịch vụ… Chỉ 500m tới cao tốc Láng – Hòa Lạc, di chuyển cực thuận tiện.
Liên hệ *** để xem đất và nhận thêm thông tin chi tiết. Cảm ơn anh/chị!",17000000000,90,188888888.8888889,Hà Nội,Huyện Quốc Oai,Xã Sài Sơn,421B,21.032455,105.64712,,1040,1765094283000,2
129522716,"Trương Định – Gần ô tô 15m – Có sân để xe riêng – 4 tầng, sổ đỏ","🔥 Vài bước ra ô tô – Có sân để xe riêng
Nhà thuộc khu Trương Định, vị trí cực đẹp, cách ô tô chỉ 15m, ngõ siêu nông, đi lại vô cùng thuận tiện.
Điểm cộng giá trị: có sân để xe riêng, không cần đưa xe vào trong nhà – gọn gàng, sạch sẽ và rất tiện sinh hoạt.

📍 Tiện ích xung quanh đầy đủ:
Gần trường, gần chợ, sát bãi gửi ô tô; khu dân cư đông, an ninh tốt, thuận tiện cho gia đình trẻ hoặc người lớn tuổi.

📐 Diện tích sử dụng rộng rãi:

Diện tích sổ: 30m²

Thực tế sử dụng: ~35m² nhờ phần sân để xe.

🏠 Thiết kế hợp lý – Công năng tối ưu:

Tầng 1: Sân để xe + phòng khách + bếp.

Tầng 2 – 3: Mỗi tầng 1 phòng ngủ + 1 nhà vệ sinh riêng.

Tầng 4: Phòng thờ + sân phơi thoáng sáng.

📜 Pháp lý chuẩn:
Sổ đỏ chính chủ, sang tên nhanh chóng.

💰 Nhà đẹp – Giá dễ tiếp cận – Cơ hội sở hữu tại Trương Định hiếm có!",7700000000,80,96250000.0,Hà Nội,Quận Hoàng Mai,Phường Định Công,Trương Định,20.983137,105.83196,,1020,1765089904000,8
128566816,"Bán nhà Đại An, 55m2, dân xây, vỉa hè ô tô tránh, kinh doanh","Tôi cần bán nhà mặt phố Đại An phường Văn Quán quận Hà Đông, Hà Nội. 
- Nhà dân xây đẹp long lanh sẵn ở và khai thác.
- Khu phố sầm uất kinh doanh đỉnh cao.
- Nhà thuộc khu tập thể ĐH Kiến Trúc, nguồn gốc cán bộ được phân. 

Mặt đường kinh doanh, oto ra vào buôn bán sầm uất. 
Diện tích 55m2 giá 21 tỷ",21000000000,86,244186046.5116279,Hà Nội,Quận Hà Đông,Phường Văn Quán,Đường Trần Phú,20.979448,105.78709,,1020,1765089722000,5
129505313,"Cho thuê căn hộ 2n full đồ Vinhome ocean part GIa Lâm giá rẻ, ở luôn.","Chính chủ cho thuê căn hộ 2n tòa s1.12 Vinhome ocean Park Gia Lâm.
- Căn hộ thuộc tòa vị trí lõi khu đô thị, yên tĩnh, thoáng mát, tiện ích ngập tràn, gần hồ, gần khu vui chơi,  không khí trong lành.
- Căn hộ 2 phòng ngủ, trang bị đủ nội thất như Giường, tủ, điều hòa, nóng lạnh, máy giặt, tivi, tủ lạnh, ... khách thuê chỉ việc vào ở, nhận nhà luôn.
- Ban công hướng nam, rất thoáng mát. nhà giữ gìn như mới.
- Giá mong muốn 7.6tr/1 tháng.
- Liên hệ chính chủ đt: ***, a Phương.",7600000,123,61788.617886178865,Hà Nội,Huyện Gia Lâm,Thị trấn Trâu Quỳ,Yên Viên,21.02097,105.93817,,1010,1765090501000,5
129506850,CHỈ VỚI 13.7TỶ CĂN GÓC 2THOÁNG DT:50MX7TẦNG THANG MÁY FULL NỘI THẤT,"Chỉ cách 2nhà ra mặt phố cổ ninh nhà dt:50m mt4m  x6tầng thang máy full nội thất đẹp sang xịn mịn 🚗 OTO VÀO NHÀ  khách mua về chỉ việc ở. Nhà gần AEON MALL long biên. 
🏘️ T1 GARA OTO 
🍀T2 PHÒNG KHách rộng thiết kế sang trọng 
T3.4.5mỗi tầng phòng  ngủ rộng thoáng sáng tràn ngập ánh sáng tự nhiên 
Tàng 6 phòng bếp  cafe ngắm cảnh 
GIá Bán 13.7tỷ CÓ THƯƠng lượng 
Lh em zalo/fb",13700000000,81,169135802.4691358,Hà Nội,Quận Long Biên,Phường Thạch Bàn,Cổ Ninh ,21.02167,105.91418,,1020,1765092963000,8
129494562,"Chính chủ cần bán căn hộ 85m2 gồm 2p, 2vs tại toà C2 Xuân Đỉnh","🏢 Căn hộ 1904 giá 4,xx tỷ tại Toà chung cư C2 Xuân Đỉnh, view toàn cảnh công viên Hoà Bình, tiện bến xe Bus Nam Thăng Long, trạm sạc xe điện Vin..
📐 Diện tích: 85m²
🛏 Thiết kế: 2 phòng ngủ – 2 vệ sinh
🧭 Hướng: Đông Bắc/ Tây Nam 
🛋 Nội thất: Full đủ đồ, chỉ việc xách vali vào ở
📜 Pháp lý: pháp lý chuẩn, sẵn sàng Công chứng",4350000000,129,33720930.23255814,Hà Nội,Quận Bắc Từ Liêm,Phường Xuân Đỉnh,Xuân Đỉnh,21.06862,105.79153,,1010,1765092124000,12
129500197,"BÁN NHÀ 5 TẦNG 55M2 GIÁ 7,485 TỶ VĨNH HƯNG HOÀNG MAI","ĐÔNG THIÊN VĨNH HƯNG - GẦN PHỐ - NGÕ RỘNG - 5 TẦNG MỚI - 7 PHÒNG NGỦ - NỘI THẤT XỊN 
Vị trí trung tâm bậc nhất Vĩnh Hưng, ngõ rộng, thông khắp ngả ,xung quanh nhiều trường đại học tiện ích không thiếu thứ gì
Nhà 5 tầng thoáng sáng ,thiết kế cầu thang giữa, phòng ngủ nào cũng đón ánh sáng tự nhiên, phòng ngủ sau có giếng trời lưu thông không khí , 7 phòng ngủ rất phù hợp kinh doanh cho thuê dòng tiền hay ở đêù được 
Thiết kế 
Tầng 1 : khách + bếp + wc + Để xe + tầng 2,3,4 : Tổng 6 ngủ + 3 Wc + tầng 5 : 1 phòng ngủ + sân phơi rộng",7485000000,80,93562500.0,Hà Nội,Quận Hoàng Mai,Phường Vĩnh Hưng,Phố Vĩnh Hưng,20.985758,105.87603,,1020,1765093621000,6
129507366,"Bán nhà ngõ phố Bồ Đề, 38m2, 4n3vs","Bán nhà ngõ phố Bồ Đề , khoảng 50m ra đường oto
- Diện tích: 38.4m2 
- Hướng: Tây Nam 
- Tầng 1: khách + bếp + nvs. 
- Tầng 2: 1 phòng ngủ mastet khép kín. 
- Tầng 3: 2 ngủ nhỏ + nvs. 
- Tầng 4: 1 phòng ngủ lớn + khu giặt giũ, phơi đồ 

Giá cả: thương lượng",8000000000,81,98765432.09876543,Hà Nội,Quận Long Biên,Phường Bồ Đề,Phố Bồ Đề,21.036098,105.87419,,1020,1765094222000,6
129522727,"CHO THUÊ PHÒNG ĐẸP – FULL NỘI THẤT – CHỈ 3,8TRIỆU/THÁNG","Ngõ 8/191/1 Lê Quang Đạo, Mỹ Đình, Nam Từ Liêm, Hà Nội

Vị trí cực kỳ thuận tiện:
	•	Gần bến xe Mỹ Đình, sân vận động Mỹ Đình, đường Phạm Hùng, Lê Đức Thọ.
	•	Cách Đại học Thương mại, Đại học Quốc gia, ĐH Sư phạm chỉ 5–10 phút di chuyển.
	•	Khu dân trí cao, an ninh đảm bảo, giao thông thuận tiện.

⸻

💰 Giá thuê: 3.800.000đ/tháng
📐 Diện tích: 15 m2

⸻

🛏️ Tiện nghi đầy đủ:
	•	Giường ngủ + tủ quần áo mới 100%.
	•	Máy lạnh (điều hòa), bình nóng lạnh.
	•	Bếp, máy giặt, máy sấy dùng chung.
	•	Nhà vệ sinh khép kín, lát gạch men sạch sẽ.
	•	Ban công thoáng mát, cửa sổ lớn đón ánh sáng tự nhiên.
	•	Sàn gạch sáng, tường sơn mới.

⸻

🔒 An ninh & dịch vụ:
	•	Ra vào bằng khóa vân tay, tự do giờ giấc.
	•	Camera an ninh 24/24.
	•	Internet tốc độ cao, truyền hình cáp.
	•	Điện nước tính theo giá nhà nước.

⸻

📞 Liên hệ:
👉 Anh Huân – ***",3800000,121,31404.95867768595,Hà Nội,Quận Nam Từ Liêm,Phường Phú Đô,Ngõ 8/191/1 Lê Quang Đạo,21.012432,105.767395,,1050,1765087923345,7
129321002,"Chính chủ cho thuê nhà 3,5 tầng ngõ 70 Ngọc Hà Ba Đình","– Diện tích 25m² x 3,5 tầng:
Tầng 1: Phòng khách + bếp + WC
Tầng 2, 3: 2 phòng ngủ + 2 WC
Tầng 4: Phòng thờ + phòng ngủ + sân phơi
– Nhà đầy đủ điều hòa, nóng lạnh, bếp từ, tivi… sạch sẽ, đã sơn lại. 
– Cách Lăng Bác 70m, đầu ngõ là trụ sợ Công an Phường=> an ninh siêu tốt, đi bộ vài phút.
– Ưu tiên hộ gia đình, sinh viên nữ.
– Giá: 11 triệu/tháng
Liên hệ chủ nhà: ***",11000000,74,148648.64864864864,Hà Nội,Quận Ba Đình,Phường Ngọc Hà,Phố Ngọc Hà,21.038095,105.82973,,1020,1765101923000,7
129435691,"Phòng chính chủ giá 2,8triệu ở Nguyễn Ngọc Vũ","Phòng đẹp có cửa sổ thoáng mát, sạch sẽ .Có chỗ để xe , Internet miễn phí , có kệ bếp, nóng lạnh . Nước máy sạch , an ninh tốt , gần chợ và bến xe buýt rất thuận tiện đi lại. Giá 2,8 triệu /thang . Đc : 8/23 Nguyễn Ngọc Vũ ( gần Quan nhân, Thái thịnh, Yên lãng ). Lh :***",2800000,79,35443.037974683546,Hà Nội,Quận Cầu Giấy,Phường Trung Hoà,Đường Nguyễn Ngọc Vũ,21.00956,105.81183,,1050,1765094222000,3
129412140,Bán nhà phố láng hạ dt 25m x 4 tầng.gias 5.65 tỷ,"BÁN NHÀ PHỐ LÁNG HẠ GẦN NGÃ TƯ THÁI HÀ - HÙYNH THÚC KHÁNG. 
DT : 25M X 4 TẦNG. 
GIÁ 5.65 TỶ 
Nhà rất đẹp ở luôn. Lô góc 3 Thoáng , 4 tầng - 3 Ngủ 
+Ngõ rộng xe ba gác vào tận nơi. 
+ Tầng 1 ; Khách + bếp + vs  
+Tầng 2+3+4 : Ngủ + ban công + wc 
+ Sổ đỏ chính chủ, sẵn sàng giao dịch. 
+ LH : *** THU HƯƠNG",5650000000,75,75333333.33333333,Hà Nội,Quận Đống Đa,Phường Láng Hạ,Phố Láng Hạ,21.011997,105.812,,1020,1765092837000,9
129511469,cần cho thuê gấp,"Phòng thoáng mát sạch sẽ, nội thất cơ bản
Gần đướng lớn, chợ, công viên , bến xe bú. An ninh tốt, giao thông thuận lợi... Nội thất đầy dủ",4100000,79,51898.73417721519,Hà Nội,Quận Cầu Giấy,Phường Quan Hoa,Đường Nguyễn Văn Huyên,21.041489,105.797714,,1050,1765093262000,4
