id,title,description,price,area_m2,price_per_m2,region,district,ward,street,lat,lng,property_type,category,post_time,images
127213068,"Bán nhà riêng tại Lê Đại Hành, giá thỏa thuận, 193m2, mặt tiền 9.88m","Nhanh tay sở hữu căn nhà riêng 3 tầng tại Lê Đại Hành, Hai Bà Trưng, Hà Nội với diện tích 193m2.
- Mặt tiền rộng 9.88m, thuận lợi cho việc kinh doanh hoặc cho thuê.
- Ngõ vào rộng 3m, ô tô vào được dễ dàng.
- Pháp lý đầy đủ, sổ đỏ sẵn sàng.
- Hướng cửa chính Tây Nam, phù hợp với phong thủy.

Khu vực xung quanh:
+ Gần bệnh viện Trung ương Quân đội 108 và bệnh viện Y học cổ truyền Trung ương.
+ Công viên Tuổi trẻ Thủ đô và Công viên Thống Nhất để thư giãn.
+ Trường tiểu học Trưng Trắc trong khu vực.
+ Siêu thị tự chọn B11 Kim Liên và Winmart+ 27 Ngô Thì Nhậm gần đó.

Liên hệ ngay với Hoàng qua số *** để biết thêm chi tiết.",24000000000,76,315789473.68421054,Hà Nội,Quận Hai Bà Trưng,Phường Lê Đại Hành,Phố Lê Đại Hành,21.010744,105.84901,,1020,1765075939000,3
129143309,Bán gấp căn hộ chung cư cao cấp N03T8 Ngoại Giao Đoàn 3PN 2WC DT: 80m2,"Chính Chủ Bán gấp căn hộ chung cư cao cấp N03T Ngoại Giao Đoàn.
DT: 80m² giá 
Gồm 3pn 1 phòng khách + bếp 2wc.
Hướng cửa chính Bắc, ban công chính Nam
Nhà thiết kế hợp lý, phòng nào cũng đầy đủ ánh sáng.
Nhà đẹp đầy đủ nội thất.
LH : ***",8550000000,129,66279069.76744186,Hà Nội,Quận Bắc Từ Liêm,Phường Xuân Đỉnh,Xuân Đỉnh,21.07094,105.79114,,1010,1765074564000,8
129509389,CUỐI NĂM CẦN THANH KHOẢN GẤP TRẢ NỢ NH 100M2 BÌNH YÊN GIÁP ĐƯỜNG TL420,"- SẴN SỔ, PHÁP LÝ RÕ RÀNG
- CÁCH TL 420 CHỈ 20M
- ĐỐI DIỆN TRƯỜNG MẦM NON
- Ô TÔ ĐỖ TẬN CỬA, MT 5M, NỞ HẬU
LIÊN HỆ EM MAI ANH: ***",4000000000,91,43956043.95604396,Hà Nội,Huyện Thạch Thất,Xã Bình Yên,Đường tỉnh 420,21.038223,105.547,,1040,1765074483024,3
128887823,NHÀ HIẾM TRỊNH VĂN BÔ-40mX7TẦNG -PHÂN LÔ VỈA HÈ-THANG MÁY-OTO TRÁNH,"SIÊU PHẨM PHÂN LÔ – Ô TÔ TRÁNH – 7 TẦNG THANG MÁY – KINH DOANH / VĂN PHÒNG CỰC ĐẸP – 3 BƯỚC TỚI TRƯỜNG FPT
📍 Vị trí vàng:

Khu phân lô ngõ 3 Phương Canh, ô tô tránh, vỉa hè sạch đẹp.

Cách Trường Đại học FPT chỉ vài bước chân.

Khu vực phát triển mạnh, tiện ích xung quanh đầy đủ: chợ, trường, siêu thị, khu dân trí cao.

Phù hợp vừa ở vừa kinh doanh, hoặc đầu tư cho thuê.
📐 Thiết kế hiện đại – công năng tối ưu:

Tổng 7 tầng thang máy sang trọng.

Tầng 1: Gara ô tô + phòng khách rộng.

Tầng 2 → 6: Thông sàn khép kín, phù hợp văn phòng, spa, trung tâm đào tạo, hoặc căn hộ cho thuê.

Tầng 7: Phòng rộng + khu tiểu cảnh, sân thượng chill cực đẹp.
Chủ thân thiện và thiện chí bán.",13500000000,121,111570247.9338843,Hà Nội,Quận Nam Từ Liêm,Phường Phương Canh,Phố Trịnh Văn Bô,21.040401,105.73972,,1020,1765074295000,12
129522704,🔥SIÊU PHẨM GIÁ CHỈ HƠN 5 TỶ VẠN PHÚC - HÀ ĐÔNG,"PHÂN LÔ THẲNG – NHÀ MỚI 5 TẦNG – 3PN – CÁCH Ô TÔ 20M 🚗
Nhà xây mới, full nội thất hiện đại, vào ở ngay.
T1: Khách + bếp
T2-3-4: mỗi tầng 1 ngủ + 1 WC. 
T5: phòng thờ + sân phơi.
Sổ đỏ vuông vắn, pháp lý rõ ràng, sẵn sàng giao dịch.
Chủ thiện chí bán – xem nhà 24/24.",5450000000,86,63372093.02325582,Hà Nội,Quận Hà Đông,Phường Vạn Phúc,Đường Ngô Quyền,20.970825,105.766594,,1020,1765071064000,4
129317901,SIÊU PHẨM ĐÓN TẾT/VÕ THỊ SÁU 56M / FULL NỘI THẤT/ THANG MÁY/ LÔ GÓC,"Siêu Phẩm 56M, Thiết Kế 7 Ngủ Master, Thang Máy, Nhà Lô Góc 2 Thoáng Vĩnh Viễn 
Mặt Tiền Siêu Thoáng, Ngõ Thông Rộng 
Không gian sống Đẳng Cấp giữa TT Hai Bà 
Phù Hợp Vừa Ở, Vừa Đầu Tư Sinh Lời 
Sổ Đỏ Đẹp,Giao Dịch Ngay 
L/H  : HÙNG NHÀ ĐẸP TRUNG TÂM 
Chuyên Nghiệp -Uy Tín -Tận Tâm",15500000000,76,203947368.42105263,Hà Nội,Quận Hai Bà Trưng,Phường Thanh Nhàn,Võ Thị Sáu,21.005396,105.85692,,1020,1765069693000,7
128863761,"Bán nhà mới ở ngay 4T 4PN DT 55m2 An Khánh, ĐL Thăng Long. Giá 4.3 tỷ!","Bán nhà mới ở ngay 4T 4PN DT 55m2 xã An Khánh, gần ĐL Thăng Long. Giá 4.3 tỷ, CTL

✅ Vị trí: 
+ Nhà thuộc Vân Côn An Khánh, khu dân cư đông đúc ngay đại lộ Thăng Long, KĐT Nam An Khánh, Vinsmart City. Rất thuận tiện với anh chị đang làm việc khu vực Cầu Giấy, Mỹ Đình, Từ Liêm, Thanh Xuân, Ba Đình ...
+ Gần chợ, trường học thuận tiện học hành và mua sắm

✅ Thông số nhà:
DT: 55m²;
T1: P khách + bếp + wc.
T2 + 3: 4P ngủ + 2 wc.
T4: P thờ + sân phơi.

* Sổ đỏ chính chủ, sẵn sàng giao dịch, nói không với quy hoạch, tranh chấp.
* Giá bán 4.3 tỷ, có hỗ trợ vay NH với lãi suất thấp.

LH em để xem nhà và hỗ trợ zalo/call: ***",4300000000,89,48314606.741573036,Hà Nội,Huyện Hoài Đức,Xã An Khánh,Vân Côn,20.999472,105.72045,,1020,1765065926000,7
129512467,🧏 Hàng Mới nhờ anh em kết nối- Xâm Thị - Hồng Vân - Đang Sôi Động Rực,"🧏 Hàng Mới nhờ anh em kết nối- Xâm Thị - Hồng Vân - Đang Sôi Động Rực Rỡ

☘️ DT: 61m mặt tiền = hậu 4,5 m 

 🔸 vài bước lên đường vành đai 4 - cầu Mễ sở khu tái định cư hồng vân, chợ hồng vân 

🌈Đường 2,5 m- Ô Tô Vào

🏖 20M Ra Trục Chính Xâm Thi - khu vực đang phát triển từng ngày đường trên cao cầu mễ Sở đang thi công  giao thông thuận lợi cách hoàng mai chỉ 15 km giá đất khu vực đang tăng từng ngày",3600000000,93,38709677.41935484,Hà Nội,Huyện Thường Tín,Xã Hồng Vân,Xâm Thị,20.877398,105.9083,,1020,1765071783000,3
129509396,"Cho thuê nhà, pccc, Thang máy, Vỉa hè, 105m2_ 5T, Phố Đào Tấn-51 Tr","Tôi chính chủ cho thuê nhà  VP, Nhà hàng, KD , pccc, Thang máy, Vỉa hè, 105m2_ 5 tầng, giá: 51 Triệu. Phố Đào Tấn. Liên hệ chính chủ: ***
_Nội thất thiết bị mới, cao cấp, hiện đại, thang. 
_Vỉa hè lớn, mặt tiền rộng, căn góc, 2 cửa đi, thoáng.
_Vị trí ngay ngã ba, khu đông dân cư, kinh doanh sầm uất, nhiều văn phòng, công ty. 
_Phù hợp văn phòng, kinh doanh, NHÀ HÀNG.
_ Thuận tiện ra phố  Nguyễn Văn Ngọc, Linh Lang, đường Bưởi, Phan kế Bính, Nguyễn Khánh Toàn, Quan Hoa, Kim Mã, Liễu Giai, Văn Cao, Đội Cấn, Kim Mã Thượng
Thông ra tuyến đường Vạn Bảo, Vạn Phúc, Nguyễn Chí Thanh, Chùa Hà, Nguyễn Văn Huyên, Giảng Võ, Cầu Giấy, La Thành, Hoàng Hoa Thám, Phạm Huy Thông
Ngay gần Văn Hóa – Nghệ Thuật Quân Đội, Thực Nghiệm Khoa Học Giáo Dục, Nguyễn Trãi, Thực Nghiệm, Thế Giới Trẻ Em, Vinschool Metropolis, 
_Liên hệ trực tiếp chủ nhà : ***",51000000,74,689189.1891891892,Hà Nội,Quận Ba Đình,Phường Cống Vị,Phố Đào Tấn,21.032362,105.80956,,1030,1765075801000,3
129518612,"Bán nhà mặt phố Bạch Mai, Hai Bà Trưng 30m2, 2 tầng, giá 12.5 tỷ.","Chính chủ bán nhà mặt phố Bạch Mai quận Hai Bà Trưng thành phố Hà Nội 30m2, 2 tầng, giá 12.5 tỷ. 
Vị trí mặt phố vỉa hè rộng kinh doanh mọi loại hình nhà mặt phố. 
- Hiện trạng là nhà 2 tầng cũ phù hợp khách đầu tư xây mới siêu hiếm. 
- Sổ đỏ riêng.
- Giá bán 12.5 tỷ. Lh ***.",12500000000,76,164473684.21052632,Hà Nội,Quận Hai Bà Trưng,Phường Bạch Mai,Phố Bạch Mai,21.003136,105.850945,,1020,1765072202000,4
129514007,Nhà Phương mai VỊ TRÍ ĐẮC ĐỊA - NHÀ 4 TẦNG - THOÁNG TRƯỚC SAU,"VỊ TRÍ ĐẮC ĐỊA -KINH DOANH NHÀ 4 TẦNG - THOÁNG TRƯỚC SAU - DIỆN TÍCH RỘNG

✅Mô tả:
🍀Nhà mình bán nằm trong khu tập thể nước sạch Phương Mai, SỬ DỤNG TỔNG 110M
🍀 Căn hộ thoáng sáng, thiết kế 4 tầng:
-Tầng 1: Khu để xe, phòng khách, bếp, wc, 01 phòng ngủ.
-Tầng 2, 3: mỗi tầng 01 ngủ.
-Tầng 4: phòng thờ, wc.
🍀 Khu vực rất thuận tiện, sát bệnh viện Bạch Mai, xung quanh các trường đại học lớn Bách - Kinh - Xây, chợ cách nhà 500m.
📕Sổ đỏ cất két, luôn sẵn sàng giao dịch.
LIÊN HỆ E VÂN ĐỂ XEM NHÀ TRỰC TIẾP",5400000000,75,72000000.0,Hà Nội,Quận Đống Đa,Phường Phương Mai,Phố Phương Mai,21.004192,105.84117,,1010,1765071540000,12
128863769,"Bán nhà mới 4T 4PN DT43m2 An Khánh, ngay  ĐL Thăng Long. Giá 3.9 tỷ!","Bán nhà mới 4T 4PN DT43m2 An Khánh, ngay  ĐL Thăng Long. Giá 3.9 tỷ!

✅ Vị trí:
+ Nhà thuộc Vân Côn An Khánh, khu dân cư đông đúc ngay đại lộ Thăng Long, KĐT Nam An Khánh, Vinsmart City. Rất thuận tiện với anh chị đang làm việc khu vực Cầu Giấy, Mỹ Đình, Từ Liêm, Thanh Xuân, Ba Đình ...
+ Gần chợ, trường học thuận tiện học hành và mua sắm

✅ Thông số nhà:
DT: 43m²;
T1: P khách + bếp + wc.
T2 + 3: 4P ngủ + 2 wc.
T4: P thờ + sân phơi.

* Sổ đỏ chính chủ, sẵn sàng giao dịch, nói không với quy hoạch, tranh chấp.
* Giá bán 4.3 tỷ, có hỗ trợ vay NH với lãi suất thấp.

LH em để xem nhà và hỗ trợ zalo/call: ***",3900000000,89,43820224.71910112,Hà Nội,Huyện Hoài Đức,Xã An Khánh,Vân Côn,20.999472,105.72045,,1020,1765065964000,7
129516572,"Bán đất sổ đỏ 180m2 mặt đường Quốc Oai gần Chùa Thầy, CEO, Tuần Châu","Cơ hội hiếm tại Quốc Oai – lô đất đẹp, tiềm năng sinh lời cao
Diện tích 180m², mặt tiền hơn 13m, đất sổ đỏ chính chủ.
Nằm ngay trục đường Chùa Thầy (421B) – tuyến giao thông huyết mạch đi qua khu danh thắng Chùa Thầy.
Vị trí nằm giữa khu du lịch Chùa Thầy – Tuần Châu, gần đầy đủ tiện ích: trường C1, C2, C3, chợ, dịch vụ… Chỉ 500m tới cao tốc Láng – Hòa Lạc, di chuyển cực thuận tiện.
Liên hệ *** để xem đất và nhận thêm thông tin chi tiết. Cảm ơn anh/chị!",17000000000,90,188888888.8888889,Hà Nội,Huyện Quốc Oai,Xã Sài Sơn,421B,21.032455,105.64712,,1040,1765075923000,2
129522716,"Trương Định – Gần ô tô 15m – Có sân để xe riêng – 4 tầng, sổ đỏ","🔥 Vài bước ra ô tô – Có sân để xe riêng
Nhà thuộc khu Trương Định, vị trí cực đẹp, cách ô tô chỉ 15m, ngõ siêu nông, đi lại vô cùng thuận tiện.
Điểm cộng giá trị: có sân để xe riêng, không cần đưa xe vào trong nhà – gọn gàng, sạch sẽ và rất tiện sinh hoạt.

📍 Tiện ích xung quanh đầy đủ:
Gần trường, gần chợ, sát bãi gửi ô tô; khu dân cư đông, an ninh tốt, thuận tiện cho gia đình trẻ hoặc người lớn tuổi.

📐 Diện tích sử dụng rộng rãi:

Diện tích sổ: 30m²

Thực tế sử dụng: ~35m² nhờ phần sân để xe.

🏠 Thiết kế hợp lý – Công năng tối ưu:

Tầng 1: Sân để xe + phòng khách + bếp.

Tầng 2 – 3: Mỗi tầng 1 phòng ngủ + 1 nhà vệ sinh riêng.

Tầng 4: Phòng thờ + sân phơi thoáng sáng.

📜 Pháp lý chuẩn:
Sổ đỏ chính chủ, sang tên nhanh chóng.

💰 Nhà đẹp – Giá dễ tiếp cận – Cơ hội sở hữu tại Trương Định hiếm có!",7700000000,80,96250000.0,Hà Nội,Quận Hoàng Mai,Phường Định Công,Trương Định,20.983137,105.83196,,1020,1765072020000,8
129526302,"NHÀ ĐẸP VĂN PHÚ - HÀ ĐÔNG
📣 VỪA Ở, VỪA KD VĂN PHÒNG","NHÀ ĐẸP VĂN PHÚ - HÀ ĐÔNG
📣 VỪA Ở, VỪA KD VĂN PHÒNG💯 VỈA HÈ RỘNG💯 GẦN CHỢ, TRƯỜNG💯 Ô TÔ TRÁNH
Ô tô tránh, vỉa hè, ngõ thông ra ô bàn cờ.Gần chợ, trường học, dân cư văn minh, an ninh tốt.",16900000000,86,196511627.90697673,Hà Nội,Quận Hà Đông,Phường La Khê,Quang Trung,20.96095,105.76307,,1020,1765075686000,8
129490973,"CHUNG CƯ CĂN GÓC - 3 NGỦ, 2VS - TRUNG TÂM MỸ ĐÌNH - 138 TRẦN BÌNH","CHUNG CƯ CĂN GÓC - 3 NGỦ, 2VS - TRUNG TÂM MỸ ĐÌNH - 138 TRẦN BÌNH - FULL NỘI THẤT

Căn hộ tầng trung, lô góc 3 mặt thoáng, phòng nào cũng có cửa sổ đón gió và ánh sáng tự nhiên. Không gian sống hiện đại, đẳng cấp, an sinh lý tưởng.
Diện tích 108 m, 3 phòng ngủ, 2 vệ sinh, phòng khách, bếp, phòng ăn  bố trí hợp lý cho gia đình 2-3 thế hệ ở hoặc đầu tư cho thuê sinh lời cao.
Full nội thất, chỉ việc xách vali vào ở
Vị trí mặt phố 138 Trần Bình, nằm ngay gần ngã tư giao điểm 3 mặt phố Trần Bình  Nguyễn Hoàng  Nguyễn Đổng Chi, trung tâm Mỹ Đình. View Sân vận động Mỹ Đình.
Bán kính 1km: Bên xe khách Mỹ Đình, toà Keangnam, BV 198, ĐH Thương Mại, Quốc Gia, Sư Phạm, Sân vận động Mỹ Đình.
Toà nhà bố trí 1 sàn chỉ 6 căn nhưng có 4 thang máy Mitsubishi, hành lang rộng, không gian chung có sân vườn, tiện ích nội khu hoàn chỉnh: nhà trẻ, siêu thị, phòng gym, cafe

 Sổ đỏ lâu dài, sẵn sàng giao dịch.",9700000000,121,80165289.25619835,Hà Nội,Quận Nam Từ Liêm,Phường Mỹ Đình 2,Mỹ Đình 2,21.02807,105.77533,,1010,1765070224000,12
128566816,"Bán nhà Đại An, 55m2, dân xây, vỉa hè ô tô tránh, kinh doanh","Tôi cần bán nhà mặt phố Đại An phường Văn Quán quận Hà Đông, Hà Nội. 
- Nhà dân xây đẹp long lanh sẵn ở và khai thác.
- Khu phố sầm uất kinh doanh đỉnh cao.
- Nhà thuộc khu tập thể ĐH Kiến Trúc, nguồn gốc cán bộ được phân. 

Mặt đường kinh doanh, oto ra vào buôn bán sầm uất. 
Diện tích 55m2 giá 21 tỷ",21000000000,86,244186046.5116279,Hà Nội,Quận Hà Đông,Phường Văn Quán,Đường Trần Phú,20.979448,105.78709,,1020,1765075380000,5
129505313,"Cho thuê căn hộ 2n full đồ Vinhome ocean part GIa Lâm giá rẻ, ở luôn.","Chính chủ cho thuê căn hộ 2n tòa s1.12 Vinhome ocean Park Gia Lâm.
- Căn hộ thuộc tòa vị trí lõi khu đô thị, yên tĩnh, thoáng mát, tiện ích ngập tràn, gần hồ, gần khu vui chơi,  không khí trong lành.
- Căn hộ 2 phòng ngủ, trang bị đủ nội thất như Giường, tủ, điều hòa, nóng lạnh, máy giặt, tivi, tủ lạnh, ... khách thuê chỉ việc vào ở, nhận nhà luôn.
- Ban công hướng nam, rất thoáng mát. nhà giữ gìn như mới.
- Giá mong muốn 7.6tr/1 tháng.
- Liên hệ chính chủ đt: ***, a Phương.",7600000,123,61788.617886178865,Hà Nội,Huyện Gia Lâm,Thị trấn Trâu Quỳ,Yên Viên,21.02097,105.93817,,1010,1765069264000,5
129506850,CHỈ VỚI 13.7TỶ CĂN GÓC 2THOÁNG DT:50MX7TẦNG THANG MÁY FULL NỘI THẤT,"Chỉ cách 2nhà ra mặt phố cổ ninh nhà dt:50m mt4m  x6tầng thang máy full nội thất đẹp sang xịn mịn 🚗 OTO VÀO NHÀ  khách mua về chỉ việc ở. Nhà gần AEON MALL long biên. 
🏘️ T1 GARA OTO 
🍀T2 PHÒNG KHách rộng thiết kế sang trọng 
T3.4.5mỗi tầng phòng  ngủ rộng thoáng sáng tràn ngập ánh sáng tự nhiên 
Tàng 6 phòng bếp  cafe ngắm cảnh 
GIá Bán 13.7tỷ CÓ THƯƠng lượng 
Lh em zalo/fb",13700000000,81,169135802.4691358,Hà Nội,Quận Long Biên,Phường Thạch Bàn,Cổ Ninh ,21.02167,105.91418,,1020,1765072983000,8
129525282,BÁN ĐẤT CẠNH SÂN GOFL SKYLAKE VIEW HỒ 120M,"✨ LÔ ĐẤT - KHU TÁI ĐỊNH CƯ VĂN MỸ, XÃ HOÀNG VĂN THỤ, CHƯƠNG MỸ, HÀ NỘI ✨
Diện tích: 120m² (Rộng 5m – Dài 24m)
Đường trước nhà 6m – Ô tô tránh nhau thoải mái
📍 Vị trí vàng – kết nối giao thông thuận tiện:
Cách Quốc Lộ 21A chỉ 200m
Di chuyển 6km ra thị trấn Xuân Mai
30 phút lái xe vào trung tâm Hà Nội
Khu vực đông dân cư, an ninh tốt, hạ tầng hoàn thiện
🏡 Tiện ích sống đầy đủ trong bán kính 100 – 500m:
Trường học các cấp
Bệnh viện – Trạm y tế
Chợ lớn, cửa hàng tiện lợi, Dịch vụ KD ăn uống, cty văn phòng 
Cơ quan – khu dịch vụ – khu vui chơi
🌿 Không gian sống “resort giữa lòng thiên nhiên”:
Không khí cực kỳ mát mẻ – thoáng đãng – không khói bụi
Trước mặt lô đất là khu trồng cây xanh + 2 hồ lớn rộng vài mẫu
Bên trái là view đồi núi chill, sáng dậy làm ly cà phê là mê chữ ê kéo dài
Phía sau là Sân Golf SkyLake – sân golf chuẩn quốc tế lớn nhất miền Bắc
📞 Anh chị quan tâm liên hệ Zalo Hùng",2300000000,92,25000000.0,Hà Nội,Huyện Chương Mỹ,Xã Hoàng Văn Thụ,KHÔNG CÓ,20.859587,105.63539,,1040,1765072572000,4
